PoolOutputModule;1195.63
CAHitNtupletEDProducerT<CAHitQuadrupletGenerator>::produce;460.19
cms::CkfTrackCandidateMakerBase::produceBase;454.91
ElectronSeedProducer::produce;436.27
PrimaryVertexProducer::produce;395.05
GsfTrackProducer::produce;302.08
TrackstersProducer::produce;216.36
TrackListMerger::produce;193.33
TrackProducer::produce;182.32
MuonSimClassifier::produce;121.52
PrimaryVertexSorter<std::vector<reco::RecoChargedRefCandidate,std::allocator<reco::RecoChargedRefCandidate>>>::produce;106.65
MuonIdProducer::produce;103.70
PFClusterProducer::produce;101.35
CAHitNtupletEDProducerT<CAHitTripletGenerator>::produce;100.19
PFECALSuperClusterProducer::produce;96.64
ClusterTPAssociationProducer::produce;68.30
LowPtGsfElectronSeedProducer::produce;64.86
PFDisplacedVertexProducer::produce;57.45
PFDisplacedVertexCandidateProducer::produce;56.39
TemplatedVertexArbitrator<edm::View<reco::Candidate>,reco::VertexCompositePtrCandidate>::produce;54.50
DuplicateTrackMerger::produce;50.17
SeedCreatorFromRegionHitsEDProducerT<SeedFromConsecutiveHitsCreator>::produce;46.22
HGCalLayerClusterProducer::produce;44.89
Impl<DoNothing,ImplIntermediateHitDoublets,RegionsLayersSeparate>::produce;44.50
TrackExtrapolator::produce;41.41
PFPileUp::produce;41.03
hitTripletEDProducerT::Impl<PixelTripletHLTGenerator,hitTripletEDProducerT::ImplSeedingHitSets,hitTripletEDProducerT::DoNothing>::produce;40.45
InputModule;39.22
PFElecTkProducer::produce;38.53
ConversionTrackMerger::produce;37.71
PuppiProducer::produce;35.84
JetTracksAssociationDRVertexAssigned::produce;34.03
TrackstersMergeProducer::produce;31.88
TauDiscriminationProducerBase<reco::PFTau,edm::ValueMap<reco::SingleTauDiscriminatorContainer>,reco::SingleTauDiscriminatorContainer,reco::PFTauDiscriminator>::produce;31.52
PFBlockProducer::produce;31.04
GoodSeedProducer::produce;21.90
TrackExtenderWithMTDT<std::vector<reco::Track,std::allocator<reco::Track>>>::produce;19.49
V0Producer::produce;18.67
PFProducer::produce;17.07
GsfElectronProducer::produce;14.67
PFElecTkProducer::beginRun;12.94
TemplatedVertexArbitrator<std::vector<reco::Track,std::allocator<reco::Track>>,reco::Vertex>::produce;12.70
SiPixelClusterProducer::produce;11.66
CosmicsMuonIdProducer::produce;11.65
JetPlusTrackProducer::produce;11.49
PFTrackProducer::produce;9.61
PFRecoTauChargedHadronProducer::produce;9.03
TOFPIDProducer::produce;8.76
EcalUncalibRecHitProducer::produce;7.94
PFRecHitProducer::produce;7.72
IPProducer<std::vector<edm::Ptr<reco::Candidate>,std::allocator<edm::Ptr<reco::Candidate>>>,reco::JetTagInfo,IPProducerHelpers::FromJetAndCands>::produce;7.29
TopProjector<reco::PFCandidate,reco::PFCandidate,TopProjectorFwdPtrOverlap<reco::PFCandidate,reco::PFCandidate>>::produce;5.91
SeedCreatorFromRegionHitsEDProducerT<SeedFromConsecutiveHitsTripletOnlyCreator>::produce;5.85
PhotonIDValueMapProducer::produce;4.46
ConversionProducer::produce;4.45
GsfElectronCoreEcalDrivenProducer::produce;4.25
VirtualJetProducer::produce;3.91
edm::EventPrincipal::clearEventPrincipal;3.79
CosmicMuonProducer::produce;3.55
FastjetJetProducer::produceTrackJets;3.18
Impl<ImplSeedingHitSets,DoNothing,RegionsLayersSeparate>::produce;3.16
MTDTrackQualityMVAProducer::produce;3.11
HGCalRawToDigiFake::produce;3.03
MultiClustersFromTrackstersProducer::produce;2.91
other;2.85
HGCalUncalibRecHitProducer::produce;2.81
edmplugin::SharedLibrary::SharedLibrary;2.12
CandIsoDepositProducer::produce;1.93
PFRecoTauTagInfoProducer::produce;1.90
ReducedRecHitCollectionProducer::produce;1.63
HGCalRecHitProducer::produce;1.59
TrackTimeValueMapProducer::produce;1.58
SimPFProducer::produce;1.54
cms::SiPixelRecHitConverter::produce;1.27
